name,state,district,street,lon,lat,formatted,categories,
Sara Inn,Cairo,Bab El Louk,Al Bostan Al Saedi Street,31.23907609,30.04661835,"Sara Inn, 1 Al Bostan Al Saedi Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",[]
Amin Hotel,Cairo,Bab El Louk,Al Falaky Street,31.23967576,30.04534915,"Amin Hotel, 34 Al Falaky Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
Capital Hotel,Cairo,Bab El Louk,Bhler Passage,31.23976825,30.04824275,"Capital Hotel, 1 Bhler Passage, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
Gresham,Cairo,Maarouf,Maarouf Street,31.23927728,30.049118,"Gresham, Maarouf Street, Bab al Luq, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",
موفنبيك القاهرة - مدينة الانتاج الاعلامي,Giza,Block 3,Al Wahat Road,31.0207595,29.9632295,"Movenpick Hotel - Media Production City, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']",
شيراتون دريم لاند,Giza,Block 3,Al Wahat Road,31.0212474,29.9651096,"Sheraton Dreamland Hotel & Conference Center, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']",
فندق لاڤي,Cairo,Maarouf,Talaat Harb Street,31.2418231,30.0525959,"Lavie Hotel, Talaat Harb Street, Bab al Luq, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel']",
Lavie Hotel,Cairo,Maarouf,26th July Street,31.241769,30.0526148,"Lavie Hotel, 26th July Street, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel']",
لي لي,Cairo,Bab El Louk,Sherif Pasha Street,31.2424756,30.0525168,"Ly ly, Sherif Pasha Street, Al-Azbakeya, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel']",
هوليداي ان,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.2478985,29.9606675,"Holiday Inn, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",
The Shepherd Hotel,Cairo,Qasr Al Doubara,Abd Al Qader Hamza Street,31.231877,30.0420866,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'tourism', 'tourism.sights']",[]
Le Riad Hotel de Charme,Cairo,Bab El Fetouh,Atafet Borgwan,31.2617601,30.0521855,"Le Riad Hotel de Charme, Atafet Borgwan, El-Gamaliyya, Cairo, 11681, Egypt","['accommodation', 'accommodation.hotel']",[]
شهاب,Cairo,Neighborhood 14,Al Moshir Ahmed Ismail Street,31.3753113,29.8382924,"Home, Al Moshir Ahmed Ismail Street, Cairo, 11798, Egypt","['accommodation', 'accommodation.hotel']",
شهاب,Cairo,Neighborhood 14,Al Moshir Ahmed Ismail Street,31.3752231,29.8383088,"Sheehab, Al Moshir Ahmed Ismail Street, Cairo, 11798, Egypt","['accommodation', 'accommodation.hotel']",
نهر النيل,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.2501664,29.9570684,"نهر النيل, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['accommodation', 'accommodation.hotel', 'man_made', 'man_made.water_tower', 'tourism.sights']",
الخولي,Cairo,Neighborhood 14,Al Moshir Ahmed Ismail Street,31.3754239,29.8385368,"الخولي, Al Moshir Ahmed Ismail Street, Cairo, 11798, Egypt","['accommodation', 'accommodation.hotel']",
The St. Regis Cairo,Cairo,Souk El A'sr,Kornish Al Nil Street,31.227601,30.0630181,"The St. Regis Cairo, 1189 Kornish Al Nil Street, Al-Sabtiyya, Cairo, 11624, Egypt","['accommodation', 'accommodation.hotel']",
City Hostel,Cairo,El Rihany Kantara El Daka,Al Gnena Street,31.2481125,30.0537395,"City Hostel, Al Gnena Street, Al-Azbakeya, Cairo, 11668, Egypt","['accommodation', 'accommodation.hotel']",[]
Freedom Hostel (Good address),Cairo,El Fawala,Bank Masr Street,31.2426495,30.0483467,"Freedom Hostel (Good address), Bank Masr Street, Bab al Luq, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel']",[]
Gresham Hotel,Cairo,Maarouf,Talaat Harb Street,31.2387148,30.0485745,"Gresham Hotel, 22 Talaat Harb Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'internet_access', 'internet_access.free']",
Tahrir Plaza Suites Hotel,Cairo,Al Ismalia,Merit Pasha Street,31.2348627,30.0486474,"Tahrir Plaza Suites Hotel, 19 Merit Pasha Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel']",[]
Cleopatra Hotel,Cairo,Al Ismalia,Abd Al Salam Aref Street,31.2353548,30.0462969,"Cleopatra Hotel, Abd Al Salam Aref Street, Bab al Luq, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel', 'internet_access', 'internet_access.for_customers', 'wheelchair', 'wheelchair.limited']",
فندق نور الصباح,Cairo,Khan El Khalili,Khan Al Khalili Street,31.2621557,30.0474934,"Nour Elsabah, Khan Al Khalili Street, Islamic Cairo, Cairo, 11261, Egypt","['accommodation', 'accommodation.hotel']",
Memar Almorshedy,Cairo,District 7,Al Abany Street,31.3212088,29.985867,"Memar Almorshedy, Al Abany Street, Cairo, 11571, Egypt","['accommodation', 'accommodation.hotel']",
Valencia,Cairo,Maarouf,Talaat Harb Street,31.23960779,30.0488426,"Valencia, 21 Talaat Harb Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",
Swiss Inn Pyramids Golf Resort,Giza,Block 3,Al Wahat Road,31.04696387,29.9630842,"Swiss Inn Pyramids Golf Resort, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']",
family palace hotel,Cairo,Orabi Al Tawfikeya,B Tech Passage,31.24451553,30.0521705,"family palace hotel, B Tech Passage, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.residential']",
Lagoona,Giza,Kafr Al Gabal,Abou Al Houl Al Syahi Street,31.1536378,29.9568667,"Lagoona, Abou Al Houl Al Syahi Street, Nazlet al Batran, Remaya Square, 12561, Egypt","['accommodation', 'accommodation.hotel']",
The Square Boutique Hotel,Cairo,Bab El Louk,Mohamed Sabry Abou Alam Street,31.238954,30.0472745,"The Square Boutique Hotel, Mohamed Sabry Abou Alam Street, Bab al Luq, Cairo, 11613, Egypt","['accommodation', 'accommodation.hotel']",
Cosmopolitan Hotel,Cairo,Bab El Louk,Abou Bakr Khairat Street,31.2403433,30.047706,"Cosmopolitan Hotel, Abou Bakr Khairat Street, Bab al Luq, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel']",
Pyramids Planet Hotel,Giza,Area F,Street 9,31.1079449,29.9614768,"Pyramids Planet Hotel, Street 9, Giza, 12559, Egypt","['accommodation', 'accommodation.hotel']",
Central Cairo,Cairo,Bab El Louk,Sherif Pasha Street,31.2422026,30.0508356,"Central Cairo, 32 Sherif Pasha Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",
Eileen Hotel Cairo,Cairo,Bab El Louk,Youssef Al Gendy Street,31.2394293,30.0459882,"Eileen Hotel Cairo, 21 Youssef Al Gendy Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",
Centro Cairo Hotel,Cairo,Bab El Louk,Sherif Pasha Street,31.2421843,30.0507737,"Centro Cairo Hotel, 32 Sherif Pasha Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",
Crafted Home كرافتيد هوم,Cairo,El Fawala,Adly Street,31.2427244,30.0510189,"Crafted Home كرافتيد هوم, 26 Adly Street, Abdin, Cairo, 11518, Egypt","['building', 'building.catering', 'catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop', 'internet_access', 'internet_access.free']",
بلاي ستيشن ايموشن,Cairo,Sheraton,Road 86,31.376049,30.1072204,"emotion playstation, 12 Road 86, Cairo, 11351, Egypt","['catering', 'catering.cafe', 'internet_access']",
ورد الشام,Cairo,Sixth Area,Ahmed Fakhry Street,31.348695,30.0659772,"ورد الشام, 8 أ Ahmed Fakhry Street, Cairo, 11391, Egypt","['catering', 'catering.restaurant', 'internet_access']",
ورد الشام,Cairo,Sixth Area,Ahmed Fakhry Street,31.3486371,30.0656911,"Wardelsham, 8 أ Ahmed Fakhry Street, Cairo, 11391, Egypt","['catering', 'catering.restaurant', 'internet_access']",
The Courtyard Maadi,Cairo,El Maadi El Gadida,Extension Palestine Street,31.2848812,29.9776776,"The Courtyard Maadi, 2 Extension Palestine Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant']",
ستاربكس,Cairo,El Sabteya,Al Seka Al Tougary Street,31.2279457,30.071573,"Starbucks, Al Seka Al Tougary Street, Al-Sabtiyya, Cairo, 11624, Egypt","['catering', 'catering.cafe']",
calistoegypt,Giza,North Tourist Area 1,Waslet Dahshur Road,30.9700716,30.020492,"calistoegypt, G21CITYPARK Waslet Dahshur Road, October Hills, 12588, Egypt","['catering', 'catering.restaurant', 'internet_access', 'internet_access.for_customers']",
بازوكا,Cairo,Helwan El Baharia,Riyad Pasha Street,31.3367216,29.8428623,"Bazzoka, Riyad Pasha Street, Cairo, 11421, Egypt","['catering', 'catering.restaurant']",
بازوكا,Cairo,Helwan El Baharia,Moustafa Safwat Street,31.3393518,29.8457504,"Bazzoka, Moustafa Safwat Street, Cairo, 11421, Egypt","['catering', 'catering.restaurant']",
بازوكا,Cairo,Neighborhood 19,Al Moshir Ahmed Ismail Street,31.3811896,29.8352639,"Bazzoka, Al Moshir Ahmed Ismail Street, Cairo, 11926, Egypt","['catering', 'catering.restaurant']",
كافيه دوبامين,Cairo,East Insurance,Maahad Al Gezira Street,31.3035428,30.0113263,"Dopamine, 9027 Maahad Al Gezira Street, Cairo, 11571, Egypt","['catering', 'catering.cafe', 'internet_access']",
مطعم باستاريتو,Giza,District 1,Salah Al Din Street,30.9483611,29.9718291,"Pastarito restaurant, 109 Salah Al Din Street, 1st District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant']",
Prince Krish,Giza,District 2,Madrasa Geel 2000 Street,30.9443885,29.9667613,"Prince Krish, Madrasa Geel 2000 Street, 2nd District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.kebab']",
Kazaz,Cairo,Bab El Louk,Al Bostan Al Saedi Street,31.23923505,30.0470866,"Kazaz, 7 Al Bostan Al Saedi Street, Abdin, Cairo, 11513, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food']",
Zööba,Cairo,El Gabalayya,Al Saleh Ayoub Street,31.21927546,30.0609991,"Zööba, 16 Al Saleh Ayoub Street, Al-Sabtiyya, 11568, Egypt","['building', 'building.catering', 'building.residential', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",
NOLA Cupcakes,Cairo,Mohamed Mazhar,Hassan Asem Street,31.2227251,30.0613878,"NOLA Cupcakes, 4 Hassan Asem Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe']",
باستاويسي,Giza,District 2,Al Markazy Axis,30.9444385,29.9717535,"Pastaweesy, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.fast_food', 'halal']",
Sattva Steps,Cairo,Mohamed Mazhar,Ahmed Heshmat Street,31.2209509,30.0678913,"Sattva Steps, 35 Ahmed Heshmat Street, Al-Sabtiyya, 11568, Egypt","['catering', 'catering.restaurant']",
Sola Cafe & Restaurant,Cairo,Masaken Al Mohandeseen,Moustafa Abd Al Aal Street,31.3403102,30.0795538,"Sola Cafe & Restaurant, Moustafa Abd Al Aal Street, Cairo, 11736, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.french']",
بيتزا هات,Cairo,East Al Abbasseya,Al Sergani Street,31.2737894,30.0628896,"Pizza Hut, Al Sergani Street, El-Waily, Cairo, 11381, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.pizza']",
Partido cafe,Cairo,Sixth Area,Abd Al Latif Hamza Street,31.3510806,30.0683536,"Partido cafe, 11 Abd Al Latif Hamza Street, Cairo, 11391, Egypt","['catering', 'catering.cafe', 'internet_access']",
Allaga,Cairo,Sixth Area,Abd Al Latif Hamza Street,31.3511239,30.0683328,"Allaga, 11 Abd Al Latif Hamza Street, Cairo, 11391, Egypt","['catering', 'catering.fast_food', 'internet_access']",
اسماك القبه,Cairo,Mansheyet El Sadr,Masr W Al Sudan Street,31.2887756,30.087337,"ElQubba’s Fish resturant, 165 Masr W Al Sudan Street, Cairo, 11663, Egypt","['catering', 'catering.restaurant']",
The Location,Cairo,Al Sharikat,Asmaa Zaghloul Street,31.3181851,30.077194,"The Location, 20 Asmaa Zaghloul Street, Cairo, 11759, Egypt","['catering', 'catering.cafe']",
تكية المدينة,Cairo,El Maadi El Gadida,Al Khamseen Street,31.3064595,29.9644612,"تكية المدينة, ٤ي Al Khamseen Street, Cairo, 00007, Egypt","['catering', 'catering.restaurant', 'internet_access']",
مشويات ابو عميرة,Giza,Area G,Al Tharwah Al Maadania Street,31.096371,29.9800996,"مشويات ابو عميرة, Al Tharwah Al Maadania Street, 12572, Egypt","['catering', 'catering.restaurant']",
أسماك الجمهورية,Cairo,El Gabalayya,26th July Street,31.2205079,30.0605152,"أسماك الجمهورية, 122 26th July Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish', 'catering.restaurant.seafood']",
مطعم fries&pasta,Cairo,El Maadi El Gadida,Omar Ibn Al Khatab Street,31.2764894,29.9704838,"مطعم fries&pasta, 9 Omar Ibn Al Khatab Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant', 'internet_access']",
كرم الشام,Cairo,El Barad,Shobra Street,31.2452011,30.0807463,"Karam Al Sham, Shobra Street, Rod El-Farag, Cairo, 11697, Egypt","['catering', 'catering.restaurant']",
سينابون,Cairo,Fifth Settlement,Gamal Abd Al Naser Axis,31.4326434,29.992027,"CINNABON, Gamal Abd Al Naser Axis, Cairo, 11835, Egypt","['catering', 'catering.restaurant']",
مطعم درويش الكبابجي,Al Qalyubiya,The Entertainment Area,Mohamed Atef Al Sadat Street,31.5932811,30.1730566,"مطعم درويش الكبابجي, Mohamed Atef Al Sadat Street, Cairo, 11837, Egypt","['catering', 'catering.restaurant']",
رزايه,Cairo,El Golf,Ahmed Taysir Street,31.3269884,30.0794477,"Rozaya, Ahmed Taysir Street, Cairo, 11737, Egypt","['catering', 'catering.fast_food']",
Caf,Cairo,Al Mashtal,Abd Al Rahman Al Jabarti Street,31.4033246,30.0089648,"Caf, Abd Al Rahman Al Jabarti Street, Cairo, 11936, Egypt","['catering', 'catering.cafe']",
Caf,Cairo,Al Ismalia,Wasem Hassn Street,31.2340665,30.0468725,"Caf, Wasem Hassn Street, Bab al Luq, Cairo, 11556, Egypt","['catering', 'catering.cafe']",
Grand Cafe,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.2525585,29.9555574,"Grand Cafe, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['catering', 'catering.restaurant']",
Carlton Roof Garden,Cairo,Orabi Al Tawfikeya,Al Borsa Street,31.24078965,30.05321105,"Carlton Roof Garden, Al Borsa Street, Al-Azbakeya, Cairo, 11574, Egypt","['catering', 'catering.restaurant']",
Sudan Restaurant,Cairo,El Fawala,Adly Street,31.24579134,30.05090055,"Sudan Restaurant, 6 Adly Street, Abdin, Cairo, 11518, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.african']",
قهوة ريش,Cairo,Al Ismalia,Talaat Harb Street,31.2382388,30.0469677,"Café Riche, Talaat Harb Street, Bab al Luq, Cairo, 11556, Egypt","['catering', 'catering.cafe']",
جروبي,Cairo,Al Ismalia,Kasr El Nil Street,31.2380835,30.0475371,"Groppi, Kasr El Nil Street, Bab al Luq, Cairo, 11556, Egypt","['catering', 'catering.cafe', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",
مطعم كايرو كيتشن Cairo Kitchen,Cairo,El Gabalayya,Al Aziz Othman Street,31.2210828,30.0599981,"Cairo Kitchen, 118 Al Aziz Othman Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.restaurant']",
Espresso lab,Cairo,Masaken Nerco,Street 213,31.2768049,29.9603487,"Espresso lab, 23 Street 213, Cairo, 11431, Egypt","['catering', 'catering.cafe', 'internet_access']",
Coffeeshop Company,Cairo,El Maadi El Gadida,Al Nasr Street,31.2842284,29.975712,"Coffeeshop Company, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",
Mandarine Koueider,Cairo,Mohamed Mazhar,Hassan Asem Street,31.2199006,30.0625362,"Mandarine Koueider, 17 Hassan Asem Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",
Chinese Dumpling Restaurant,Cairo,Masaken Nerco,Street 233,31.2781404,29.9597874,"Chinese Dumpling Restaurant, Street 233, Cairo, 11431, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.chinese']",
Baladina,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.2342888,29.9745973,"Baladina, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.arab']",
Didos Al Dente,Cairo,Abo El Feda,Bahgat Ali Street,31.2194106,30.0687987,"Didos Al Dente, Bahgat Ali Street, Al-Sabtiyya, 12653, Egypt","['catering', 'catering.restaurant']",
Costa,Cairo,Bab El Louk,Sherif Pasha Street,31.2421766,30.0490794,"Costa Coffee, Sherif Pasha Street, Bab al Luq, Cairo, 42801, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",
ابو رحمه,Giza,Neighborhood 5,Street 9,30.9008865,29.9583157,"ابو رحمه, Street 9, 12th District, 6th of October, 15555, Egypt","['catering', 'catering.restaurant']",
Kanaka Cafe,Giza,Area N,El Geish Street,31.0893443,29.9587138,"Kanaka Cafe, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['catering', 'catering.cafe', 'internet_access']",
ريفيري,Cairo,Masaken Al Mohandeseen,Abou Gaafar Al Nahas Street,31.3406613,30.0812225,"ريفيري, Abou Gaafar Al Nahas Street, Cairo, 11736, Egypt","['catering', 'catering.restaurant']",
مولانا كريب 2,Cairo,West El Matareya,Al Horeya Street,31.3009949,30.121931,"Crepe Mawlana 2, Al Horeya Street, Ain Shams, Cairo, 11714, Egypt","['catering', 'catering.fast_food']",
كبابجي الزهراء,Cairo,West El Matareya,Omar Al Mokhtar Street,31.2980271,30.1257389,"Elzahraa kabab, Omar Al Mokhtar Street, Cairo, 11871, Egypt","['catering', 'catering.restaurant']",
Osta Basha,Giza,Area N,El Geish Street,31.0892516,29.9581042,"Osta Basha, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['catering', 'catering.restaurant']",
Azar Hotek***,Cairo,El Fawala,Adly Street,31.2444065,30.0512617,"Azar Hotek***, 09 Adly Street, Al-Azbakeya, Cairo, 11574, Egypt","['catering', 'catering.cafe']",
باتيو فود هب,Cairo,Southern Academy Area C,Youssef Al Sebaaei Street,31.4266661,30.0235343,"Patio food hub, Youssef Al Sebaaei Street, Cairo, 11835, Egypt","['catering', 'catering.restaurant']",
Jungle Club,Cairo,Helwan El Baharia,Street 11,31.3391126,29.8413658,"Jungle Club, Street 11, Cairo, 11723, Egypt","['catering', 'catering.cafe', 'internet_access']",
Rumah Makan Bandung,Cairo,Area 7,Mohamed Farid Abou Hadid Street,31.3359696,30.0436516,"Rumah Makan Bandung, Mohamed Farid Abou Hadid Street, Nasr City, Cairo, 11717, Egypt","['catering', 'catering.restaurant']",
